userid,timestamp,itemid,interactiontype,feature1,feature2,purchase
705,2021-12-01 01:57:23,item-25,purchase,88.38,62.5,1
489,2025-08-21 02:10:22,item-40,purchase,88.34,62.51,0
764,2023-09-22 12:49:09,item-21,view,94.61,62.53,0
186,2026-06-23 09:22:53,item-31,favorite,41.78,62.54,0
403,2023-02-25 22:38:14,item-24,add-to-cart,65.68,62.54,0
471,2025-02-24 11:48:01,item-56,click,95.03,62.54,0
317,2023-08-18 03:45:08,item-98,add-to-cart,88.64,62.55,0
786,2024-05-13 00:29:14,item-15,view,41.38,62.57,0
612,2024-07-27 20:59:36,item-62,view,23.09,62.58,0
135,2022-06-28 20:18:33,item-90,purchase,70.38,62.62,1
583,2024-05-07 01:03:50,item-75,add-to-cart,9.37,62.63,0
926,2026-01-06 12:44:26,item-38,click,79.39,62.65,0
756,2026-05-24 05:50:29,item-21,favorite,7.06,62.66,0
575,2023-08-20 11:35:52,item-31,purchase,24.58,62.68,0
255,2024-07-02 02:23:59,item-74,add-to-cart,33.83,62.7,0
574,2026-07-06 00:28:21,item-87,purchase,81.9,62.71,1
806,2026-03-27 00:39:54,item-11,click,36.45,62.72,0
160,2025-08-22 14:37:57,item-60,view,31.82,62.73,0
203,2025-02-21 03:09:12,item-48,add-to-cart,42.86,62.73,0
853,2024-01-19 00:28:14,item-69,favorite,18.78,62.73,1
747,2026-03-02 05:52:49,item-85,view,14.66,62.76,1
747,2026-04-23 19:39:50,item-79,purchase,86.54,62.81,1
267,2022-08-28 08:51:46,item-60,click,61.83,62.82,0
608,2024-04-29 16:10:28,item-73,view,15.71,62.82,0
235,2023-07-19 08:19:26,item-42,purchase,65.26,62.84,1
29,2026-06-21 20:37:18,item-91,add-to-cart,82.08,62.86,0
457,2025-08-05 19:05:52,item-96,click,50.1,62.86,1
559,2025-02-21 16:11:24,item-79,view,85.58,62.86,0
878,2025-02-21 12:46:19,item-1,purchase,7.42,62.87,0
939,2025-08-05 05:49:09,item-80,add-to-cart,51.46,62.87,0
852,2024-09-15 22:37:51,item-25,purchase,95.5,62.88,1
955,2025-06-12 10:05:40,item-80,add-to-cart,69.08,62.88,1
903,2025-12-06 17:57:04,item-100,view,78.28,62.92,0
620,2024-06-09 05:26:38,item-25,add-to-cart,78.68,62.93,0
725,2025-01-31 19:40:00,item-67,purchase,0.39,62.93,1
743,2023-12-22 11:26:35,item-5,click,40.96,62.95,0
957,2025-04-13 18:07:01,item-25,click,15.95,62.97,0
960,2025-08-29 10:13:23,item-25,purchase,6.66,62.97,1
36,2024-03-27 11:46:48,item-5,add-to-cart,89.45,62.98,0
115,2021-12-27 08:15:19,item-19,click,59.54,62.98,0
176,2025-11-23 17:02:49,item-69,favorite,63.78,62.98,0
912,2024-03-22 00:12:03,item-97,click,77.41,62.98,0
395,2026-05-07 02:47:56,item-50,favorite,96.88,63,0
229,2024-12-29 19:04:48,item-58,click,6.63,63.01,0
981,2024-07-23 23:36:19,item-78,click,24.2,63.01,0
55,2025-02-20 20:53:26,item-100,add-to-cart,99.18,63.02,0
317,2024-05-07 07:07:39,item-24,purchase,97.55,63.03,1
55,2025-04-11 13:00:00,item-50,purchase,36.67,63.04,1
280,2026-01-02 21:54:21,item-69,favorite,79.0,63.04,0
926,2024-08-11 19:51:05,item-27,add-to-cart,30.96,63.04,0
313,2024-03-31 15:40:48,item-15,favorite,35.38,63.05,0
14,2025-07-12 13:37:15,item-45,view,68.88,63.07,1
67,2024-06-28 16:58:24,item-1,add-to-cart,25.69,63.08,0
426,2025-05-03 17:16:36,item-13,click,74.88,63.08,1
488,2026-03-20 13:08:18,item-73,purchase,43.06,63.09,0
147,2024-08-19 07:37:49,item-4,purchase,91.95,63.1,1
291,2024-04-15 11:51:17,item-57,favorite,68.46,63.11,0
416,2023-01-15 21:37:50,item-57,click,30.16,63.11,0
1000,2025-03-31 15:40:50,item-17,view,81.61,63.12,0
175,2025-12-02 11:38:27,item-40,view,73.76,63.13,0
228,2026-03-11 05:17:11,item-4,favorite,61.37,63.15,1
328,2025-10-05 15:46:00,item-77,click,63.03,63.15,0
421,2024-03-16 17:19:42,item-2,add-to-cart,1.48,63.15,0
585,2026-03-26 09:10:18,item-84,purchase,9.52,63.15,1
851,2026-02-17 09:38:19,item-4,purchase,31.86,63.15,0
468,2024-07-23 08:38:40,item-7,view,59.33,63.16,0
353,2023-09-19 05:46:25,item-17,click,41.83,63.18,0
464,2022-11-05 02:05:58,item-30,purchase,55.23,63.18,1
253,2023-08-10 06:43:59,item-45,add-to-cart,87.9,63.21,0
288,2023-01-10 02:10:44,item-51,add-to-cart,16.03,63.22,0
282,2025-12-21 00:23:17,item-4,add-to-cart,77.49,63.23,0
392,2025-04-17 17:30:36,item-75,purchase,67.36,63.24,1
610,2023-11-10 01:40:07,item-3,view,26.59,63.24,0
614,2023-05-20 00:34:33,item-50,favorite,81.82,63.24,0
645,2025-03-13 02:33:49,item-64,purchase,23.4,63.24,1
843,2024-04-24 01:58:45,item-38,view,73.34,63.26,0
142,2025-06-06 00:34:17,item-82,click,2.33,63.27,0
808,2025-02-20 21:15:54,item-39,click,36.25,63.28,0
824,2024-08-06 14:40:01,item-17,purchase,86.03,63.28,0
969,2026-06-02 11:30:27,item-86,add-to-cart,90.23,63.28,0
849,2024-11-19 03:33:52,item-72,purchase,42.08,63.29,1
126,2026-03-23 03:47:38,item-3,purchase,72.94,63.3,1
629,2025-07-23 12:33:23,item-70,click,55.12,63.3,0
799,2024-07-03 02:08:01,item-77,favorite,96.24,63.37,0
300,2025-10-01 16:50:54,item-75,add-to-cart,18.28,63.38,0
834,2022-12-23 12:15:33,item-4,add-to-cart,8.0,63.39,0
630,2025-06-27 02:49:18,item-20,click,10.12,63.41,1
91,2025-09-02 07:41:26,item-73,click,91.58,63.42,1
463,2026-02-10 19:13:03,item-66,view,25.82,63.42,0
945,2026-04-16 05:43:45,item-20,view,4.19,63.42,0
478,2024-04-14 06:52:05,item-70,purchase,93.74,63.43,0
545,2024-09-21 14:54:08,item-47,favorite,42.99,63.46,0
753,2025-06-27 17:29:09,item-82,click,4.36,63.47,0
972,2026-06-27 12:03:40,item-25,purchase,22.83,63.47,0
974,2022-09-03 00:10:16,item-7,add-to-cart,89.33,63.48,0
345,2022-01-11 01:30:12,item-15,add-to-cart,97.2,63.49,0
733,2023-06-21 22:21:40,item-33,purchase,33.37,63.49,0
984,2023-05-28 11:47:34,item-10,favorite,34.53,63.49,0
118,2023-10-10 01:13:08,item-88,favorite,83.29,63.5,0
730,2025-04-15 15:53:00,item-45,favorite,5.23,63.51,0
126,2026-02-06 22:17:13,item-78,add-to-cart,29.51,63.52,0
4,2021-12-24 20:25:18,item-25,favorite,3.45,63.53,0
505,2024-08-07 09:01:00,item-63,favorite,72.44,63.53,0
450,2023-05-19 08:00:18,item-9,view,95.1,63.56,0
536,2026-05-31 02:05:17,item-38,view,42.94,63.58,0
640,2025-08-21 06:47:54,item-29,favorite,77.94,63.58,1
746,2025-12-10 12:39:18,item-72,add-to-cart,31.15,63.6,0
858,2025-05-25 06:30:37,item-82,add-to-cart,69.41,63.62,0
365,2025-11-02 00:24:13,item-48,view,43.61,63.63,0
841,2025-01-03 17:13:47,item-15,view,81.5,63.63,0
113,2026-06-07 15:08:32,item-53,purchase,97.66,63.64,1
829,2025-01-12 11:38:19,item-92,favorite,24.56,63.67,0
388,2024-10-20 06:12:19,item-29,purchase,95.82,63.69,1
791,2024-06-16 23:16:03,item-23,add-to-cart,41.81,63.69,0
258,2022-09-26 01:39:13,item-83,favorite,8.74,63.7,0
693,2025-09-29 09:38:25,item-11,view,78.58,63.72,0
250,2022-09-25 05:30:19,item-82,view,33.7,63.73,0
483,2024-12-29 20:42:17,item-4,favorite,67.42,63.74,0
415,2026-02-25 03:37:13,item-32,purchase,48.92,63.75,1
609,2025-12-09 05:13:29,item-32,click,83.93,63.76,0
106,2024-09-25 19:18:22,item-18,view,47.25,63.77,0
171,2025-11-11 16:56:07,item-51,add-to-cart,93.73,63.77,0
853,2024-04-25 15:42:29,item-23,add-to-cart,3.55,63.77,0
900,2026-01-13 19:01:35,item-24,purchase,4.24,63.77,0
367,2025-02-03 21:43:02,item-15,click,68.11,63.78,1
263,2023-12-16 04:40:14,item-35,purchase,38.46,63.8,1
918,2023-11-13 20:21:04,item-11,click,39.51,63.83,0
692,2026-01-30 09:47:32,item-75,click,61.9,63.84,0
797,2025-09-24 21:35:17,item-75,click,76.76,63.85,1
814,2026-07-04 00:20:18,item-7,purchase,6.34,63.86,1
62,2025-10-12 03:39:39,item-71,purchase,25.97,63.87,0
579,2021-09-03 14:38:25,item-29,add-to-cart,45.67,63.87,0
72,2025-07-23 16:22:11,item-66,favorite,73.57,63.88,0
43,2025-06-07 11:43:18,item-8,view,83.18,63.9,0
187,2025-07-21 21:06:08,item-41,favorite,25.75,63.91,0
392,2025-02-02 16:31:31,item-40,view,22.66,63.91,0
412,2025-07-14 18:33:47,item-90,click,19.47,63.92,0
261,2026-06-10 14:56:26,item-46,view,44.3,63.93,0
47,2024-05-09 18:57:50,item-95,add-to-cart,60.27,63.94,0
598,2025-12-30 08:15:35,item-14,purchase,81.07,63.95,1
952,2025-05-20 05:15:00,item-73,view,74.86,63.97,0
961,2025-12-25 20:57:04,item-96,purchase,82.18,63.98,0
203,2025-07-22 11:05:32,item-26,click,50.16,64.01,0
444,2022-04-04 05:52:36,item-62,purchase,66.1,64.01,1
786,2023-07-31 01:54:44,item-65,add-to-cart,58.18,64.03,0
401,2024-11-24 22:53:55,item-29,click,83.31,64.04,0
563,2025-07-31 15:19:09,item-17,purchase,20.23,64.05,0
222,2021-06-04 04:05:30,item-87,view,98.65,64.06,0
820,2025-03-02 16:31:51,item-26,add-to-cart,72.15,64.07,0
30,2026-02-08 23:27:03,item-45,purchase,18.8,64.09,1
837,2023-01-11 00:17:26,item-90,click,51.54,64.11,0
264,2026-04-01 03:55:48,item-4,purchase,77.81,64.12,1
950,2023-03-13 06:54:11,item-74,purchase,23.64,64.13,0
666,2023-01-16 19:18:56,item-19,favorite,30.48,64.15,0
62,2026-04-05 23:53:27,item-92,view,41.65,64.16,0
768,2025-05-18 12:22:39,item-75,purchase,19.22,64.16,1
654,2025-03-02 15:18:04,item-55,view,76.28,64.2,0
786,2023-05-18 09:00:55,item-33,click,66.74,64.21,0
733,2024-06-22 14:43:21,item-49,add-to-cart,99.16,64.24,0
514,2026-02-15 03:29:21,item-32,view,56.58,64.26,0
407,2026-06-07 08:31:17,item-50,add-to-cart,84.05,64.27,0
965,2024-11-27 12:29:57,item-99,purchase,40.97,64.27,1
851,2025-02-10 02:11:20,item-57,purchase,3.42,64.31,1
650,2021-08-10 16:02:42,item-14,click,79.02,64.33,0
996,2025-12-07 09:22:57,item-57,view,82.56,64.34,0
158,2023-12-01 21:29:08,item-14,purchase,75.2,64.35,1
363,2024-01-07 21:24:57,item-57,add-to-cart,23.92,64.36,0
600,2025-05-28 00:52:24,item-42,view,48.71,64.37,0
927,2025-06-22 20:57:30,item-65,view,39.06,64.37,0
180,2022-12-16 09:34:02,item-54,favorite,22.65,64.38,0
936,2023-12-23 18:12:00,item-63,click,96.95,64.38,0
843,2026-03-17 06:05:12,item-6,purchase,48.27,64.39,1
646,2023-08-23 17:54:43,item-99,favorite,13.86,64.42,0
896,2023-12-21 13:00:15,item-76,view,27.46,64.44,0
945,2025-09-10 21:50:28,item-36,favorite,5.03,64.44,0
794,2025-05-31 10:04:09,item-72,favorite,98.24,64.45,0
177,2022-07-01 03:57:32,item-25,click,23.59,64.47,0
837,2026-05-18 20:11:44,item-70,view,60.44,64.47,0
34,2021-02-23 09:12:09,item-55,purchase,36.01,64.49,1
384,2026-06-18 11:55:49,item-7,view,51.79,64.5,0
685,2023-06-30 06:36:41,item-16,add-to-cart,22.6,64.51,0
125,2026-06-29 23:17:46,item-43,add-to-cart,95.66,64.52,0
726,2026-03-12 11:49:23,item-14,favorite,1.98,64.53,0
838,2024-05-25 07:24:03,item-46,click,59.7,64.53,0
481,2024-11-12 11:28:23,item-53,purchase,43.12,64.55,1
609,2025-12-01 11:05:46,item-54,view,7.48,64.55,0
995,2022-07-19 10:07:09,item-16,add-to-cart,58.28,64.57,0
595,2025-02-03 12:32:34,item-93,add-to-cart,37.68,64.6,0
790,2023-08-20 10:34:49,item-62,favorite,3.48,64.6,0
74,2024-09-02 06:19:59,item-20,click,57.57,64.61,0
326,2026-02-06 03:33:18,item-99,purchase,34.59,64.64,0
754,2023-10-21 09:55:12,item-75,click,8.07,64.65,0
448,2025-06-21 00:17:20,item-22,purchase,41.19,64.66,1
607,2024-01-13 14:48:12,item-45,purchase,34.03,64.66,1
125,2026-05-27 20:21:21,item-21,purchase,98.7,64.67,1
126,2025-12-04 11:09:05,item-32,purchase,61.38,64.68,1
742,2024-06-03 11:24:15,item-25,purchase,29.09,64.76,1
223,2025-11-07 10:20:41,item-1,add-to-cart,62.74,64.77,0
759,2025-01-16 23:01:38,item-79,click,45.01,64.77,0
959,2024-03-22 18:29:34,item-88,add-to-cart,37.46,64.8,0
381,2025-02-02 15:11:02,item-68,purchase,10.85,64.81,1
813,2022-09-29 04:18:25,item-76,purchase,35.26,64.83,1
302,2025-04-08 02:08:09,item-62,favorite,55.7,64.84,0
398,2023-02-07 14:45:37,item-5,click,57.38,64.84,0
879,2022-06-13 09:49:33,item-81,view,41.17,64.84,0
264,2025-11-19 23:47:41,item-16,favorite,58.46,64.87,0
346,2025-08-17 16:30:59,item-67,purchase,45.03,64.87,1
951,2025-06-19 12:43:59,item-73,purchase,51.8,64.87,1
643,2026-05-02 05:54:51,item-71,add-to-cart,51.25,64.9,0
33,2023-11-27 11:46:18,item-96,purchase,32.46,64.91,0
567,2024-11-26 15:24:46,item-50,click,64.03,64.91,0
39,2024-09-12 18:11:28,item-74,view,90.23,64.92,0
193,2025-07-10 15:18:20,item-28,click,64.91,64.92,0
448,2025-09-16 22:28:19,item-57,click,34.65,64.92,1
60,2021-10-30 11:33:28,item-61,purchase,98.28,64.93,1
213,2023-08-28 09:15:40,item-24,view,15.42,64.93,0
673,2023-04-05 10:17:04,item-75,add-to-cart,76.26,64.94,0
735,2023-09-08 07:28:17,item-37,click,5.59,64.96,0
138,2026-03-23 20:55:53,item-65,purchase,1.3,64.97,1
803,2023-08-17 23:32:41,item-75,view,77.0,64.99,0
877,2025-05-28 09:11:20,item-10,view,91.95,64.99,0
115,2022-05-12 18:34:59,item-44,view,73.44,65,0
271,2024-10-25 01:28:50,item-72,purchase,96.43,65,1
197,2025-08-31 01:13:54,item-90,view,45.75,65.03,0
587,2024-12-24 12:40:00,item-44,add-to-cart,51.97,65.04,1
847,2024-12-01 04:30:56,item-21,purchase,55.48,65.05,1
600,2025-05-30 06:16:46,item-39,view,69.14,65.08,0
549,2026-04-30 03:13:25,item-81,purchase,62.12,65.1,1
49,2023-12-10 00:15:06,item-47,click,71.34,65.12,0
486,2025-10-11 06:38:47,item-20,favorite,91.64,65.12,0
650,2024-09-03 10:13:38,item-7,add-to-cart,87.97,65.13,0
693,2026-06-17 19:53:45,item-72,click,46.42,65.15,0
995,2025-08-08 09:38:29,item-35,favorite,82.77,65.16,0
121,2023-11-19 05:45:34,item-47,click,5.95,65.23,0
879,2023-10-28 14:09:17,item-38,add-to-cart,2.75,65.26,0
995,2025-10-23 20:36:33,item-96,click,75.13,65.28,0
7,2024-01-23 05:34:13,item-2,click,15.9,65.3,0
1,2025-01-14 04:18:36,item-49,purchase,8.8,65.33,0
780,2024-11-18 04:07:12,item-1,view,72.6,65.33,0
891,2024-10-13 07:48:10,item-7,favorite,23.22,65.33,0
964,2026-07-04 20:14:15,item-99,favorite,75.95,65.33,0
568,2025-12-30 17:34:38,item-52,add-to-cart,24.83,65.34,0
862,2024-06-02 09:39:50,item-80,add-to-cart,73.38,65.35,0
589,2026-06-17 08:41:31,item-6,purchase,91.9,65.36,0
345,2022-01-25 20:28:36,item-33,click,77.89,65.37,1
51,2025-11-25 06:51:02,item-22,add-to-cart,33.89,65.39,1
88,2023-05-02 16:17:58,item-97,click,4.72,65.42,0
761,2024-08-01 15:35:57,item-89,click,39.76,65.42,0
19,2025-08-09 12:05:09,item-92,favorite,94.56,65.45,0
140,2026-01-04 18:52:41,item-81,view,19.6,65.45,0
438,2026-01-17 07:08:33,item-23,favorite,75.27,65.45,0
487,2024-12-22 00:39:36,item-36,click,16.77,65.45,0
156,2024-08-19 22:58:51,item-41,add-to-cart,82.64,65.46,0
405,2024-07-03 07:47:03,item-18,click,12.93,65.46,0
570,2025-11-02 02:57:37,item-57,purchase,13.21,65.46,0
938,2025-06-20 23:36:08,item-52,view,30.34,65.49,0
959,2024-06-08 02:08:56,item-37,purchase,91.14,65.5,1
532,2024-11-04 06:08:09,item-84,add-to-cart,36.42,65.54,1
310,2026-04-28 01:13:40,item-69,purchase,73.79,65.6,1
776,2025-01-06 18:29:41,item-54,add-to-cart,49.07,65.6,0
505,2024-12-12 20:54:36,item-49,favorite,5.8,65.61,0
104,2021-01-13 02:04:47,item-68,add-to-cart,22.04,65.62,0
599,2025-10-04 16:31:00,item-80,click,1.4,65.62,0
256,2025-10-10 17:15:09,item-69,favorite,2.09,65.63,0
765,2025-01-31 17:31:16,item-84,add-to-cart,30.87,65.64,0
908,2024-11-18 23:18:26,item-90,purchase,67.34,65.64,1
195,2024-03-05 18:43:27,item-80,click,29.47,65.65,0
497,2026-06-04 07:04:52,item-11,favorite,52.9,65.66,0
930,2023-09-20 05:22:38,item-2,click,6.8,65.68,1
66,2025-01-30 22:07:55,item-9,purchase,11.89,65.69,1
761,2024-06-02 11:55:57,item-37,add-to-cart,64.6,65.69,0
643,2024-10-14 18:19:07,item-76,purchase,95.15,65.7,0
285,2024-07-03 12:39:55,item-16,add-to-cart,33.11,65.71,0
802,2024-04-03 23:36:10,item-63,add-to-cart,35.0,65.71,0
968,2023-11-26 00:39:39,item-35,favorite,20.49,65.72,0
973,2025-03-08 20:44:40,item-68,view,38.04,65.72,1
315,2025-07-04 10:52:41,item-65,add-to-cart,89.67,65.75,0
357,2026-02-20 11:15:57,item-76,favorite,95.36,65.76,0
617,2023-06-18 02:02:50,item-33,add-to-cart,27.25,65.78,0
111,2024-04-03 10:17:43,item-64,favorite,57.83,65.81,0
558,2025-07-15 14:16:24,item-10,purchase,86.83,65.83,1
572,2023-06-02 18:53:38,item-46,click,52.08,65.85,0
812,2024-09-13 11:31:32,item-36,favorite,72.98,65.85,0
372,2025-10-28 17:21:51,item-87,view,15.23,65.86,0
939,2024-09-30 13:47:09,item-9,view,3.17,65.86,0
787,2023-02-12 01:31:12,item-7,purchase,0.63,65.87,1
687,2026-03-10 22:16:49,item-61,favorite,7.33,65.88,1
722,2025-03-02 08:26:37,item-92,view,44.09,65.89,0
538,2025-11-08 03:38:30,item-10,click,51.46,65.96,1
498,2026-06-14 19:58:46,item-68,purchase,26.31,65.97,1
218,2025-03-18 20:12:55,item-10,view,49.79,65.98,0
145,2025-09-10 10:07:58,item-44,click,32.79,65.99,0
419,2025-09-19 18:38:44,item-30,click,8.16,66.01,0
285,2025-01-13 05:42:24,item-12,favorite,73.37,66.02,0
180,2025-08-10 06:59:15,item-45,view,98.24,66.1,0
842,2024-12-20 02:46:49,item-13,purchase,13.34,66.1,1
238,2021-12-06 23:44:29,item-49,add-to-cart,95.0,66.11,0
936,2024-04-08 13:44:48,item-51,view,46.21,66.13,0
905,2024-09-03 07:35:23,item-90,view,65.43,66.14,0
872,2023-03-08 16:05:52,item-92,view,1.89,66.17,0
543,2021-03-27 05:50:41,item-28,favorite,0.64,66.19,0
913,2025-04-22 06:11:35,item-90,add-to-cart,40.37,66.19,0
303,2024-03-21 03:11:39,item-84,purchase,88.72,66.2,1
702,2025-08-15 13:40:47,item-47,add-to-cart,61.3,66.23,0
736,2023-08-08 20:15:43,item-15,add-to-cart,49.39,66.23,0
886,2023-02-05 06:34:55,item-25,click,56.19,66.24,0
588,2023-07-04 00:53:06,item-87,click,22.52,66.29,0
399,2026-04-19 16:06:04,item-62,click,96.59,66.3,0
726,2024-08-10 08:38:26,item-74,add-to-cart,14.75,66.32,0
696,2025-07-02 18:21:25,item-74,favorite,92.02,66.34,0
280,2026-01-23 23:37:21,item-36,add-to-cart,17.28,66.37,0
581,2023-04-30 16:54:53,item-25,purchase,2.43,66.38,1
840,2025-01-24 17:04:01,item-33,purchase,77.68,66.4,1
59,2024-06-11 21:37:03,item-74,purchase,7.22,66.42,1
124,2026-01-19 17:37:24,item-43,add-to-cart,25.01,66.43,1
675,2025-11-04 14:12:36,item-93,click,77.79,66.43,0
882,2024-03-31 02:08:41,item-11,add-to-cart,69.45,66.44,0
52,2026-03-30 20:31:05,item-54,click,89.02,66.48,0
774,2024-11-08 19:31:10,item-59,view,56.41,66.48,0
24,2025-03-04 20:21:08,item-42,purchase,80.06,66.5,1
249,2024-08-14 23:18:48,item-99,click,19.5,66.5,0
408,2024-05-15 21:02:24,item-93,purchase,60.0,66.5,1
210,2025-02-08 10:30:20,item-60,click,65.77,66.53,0
561,2024-04-08 05:23:16,item-57,add-to-cart,63.62,66.53,0
369,2025-10-18 18:56:34,item-92,click,54.91,66.54,1
87,2026-03-03 22:43:29,item-2,click,37.56,66.55,0
32,2024-08-01 05:38:08,item-1,purchase,66.0,66.56,1
471,2026-04-29 23:28:12,item-66,favorite,79.34,66.62,0
870,2026-05-22 09:38:25,item-38,click,42.24,66.62,0
242,2023-10-01 07:18:30,item-20,view,84.1,66.63,0
451,2026-03-27 14:43:47,item-43,favorite,17.48,66.63,0
723,2026-04-28 23:30:52,item-52,view,93.19,66.63,0
48,2024-12-07 15:18:43,item-51,favorite,22.51,66.66,0
536,2025-06-19 22:20:10,item-70,click,57.86,66.69,1
350,2025-02-02 06:47:53,item-42,add-to-cart,97.03,66.71,0
99,2024-10-30 16:59:32,item-60,view,98.5,66.72,0
234,2025-12-23 17:49:07,item-46,click,33.19,66.73,0
456,2026-02-13 12:39:54,item-47,view,31.12,66.73,0
704,2022-03-10 09:51:44,item-47,view,54.79,66.74,0
976,2023-08-08 08:34:03,item-46,add-to-cart,65.69,66.74,0
130,2025-02-26 12:33:41,item-5,click,95.54,66.75,0
992,2025-10-28 22:19:20,item-97,click,44.8,66.75,0
68,2020-11-19 04:04:51,item-78,favorite,36.8,66.76,0
790,2025-11-08 13:22:16,item-82,view,78.03,66.77,0
581,2026-05-29 01:30:40,item-8,view,29.68,66.82,0
927,2026-05-14 22:50:38,item-40,add-to-cart,72.01,66.83,0
951,2025-05-07 20:46:58,item-78,click,6.87,66.83,0
151,2025-04-29 07:53:57,item-34,favorite,68.36,66.86,1
191,2024-11-06 10:55:25,item-100,add-to-cart,86.62,66.86,0
454,2024-06-20 09:27:57,item-64,click,1.14,66.86,0
498,2025-11-03 12:07:12,item-55,add-to-cart,59.61,66.87,0
542,2026-05-01 19:13:18,item-26,view,51.61,66.87,0
613,2023-05-24 05:52:35,item-91,purchase,71.21,66.87,1
500,2022-09-09 00:48:07,item-61,favorite,93.97,66.88,0
795,2026-01-21 20:34:08,item-36,purchase,95.9,66.88,1
124,2025-08-08 12:43:31,item-76,view,8.39,66.89,0
132,2024-02-25 23:36:19,item-21,favorite,38.65,66.91,0
757,2025-09-17 16:31:00,item-16,click,73.22,66.92,0
757,2026-04-08 21:52:51,item-39,view,96.83,66.94,0
723,2022-10-23 12:32:10,item-49,add-to-cart,3.41,66.96,0
818,2025-11-18 22:18:10,item-82,click,18.44,66.98,1
803,2025-02-09 12:02:36,item-3,view,91.76,67,0
906,2022-12-20 16:52:07,item-95,purchase,48.75,67.02,1
348,2025-04-01 23:41:09,item-11,click,72.18,67.03,1
351,2024-06-11 03:41:44,item-9,add-to-cart,37.66,67.03,0
521,2025-11-24 10:41:31,item-35,view,15.34,67.06,0
368,2025-09-23 13:39:54,item-95,view,43.45,67.07,0
75,2026-03-11 22:07:28,item-39,purchase,23.54,67.13,1
385,2024-11-25 20:50:52,item-3,click,55.59,67.15,0
923,2023-05-25 16:06:52,item-94,favorite,15.98,67.15,0
719,2025-07-25 07:31:04,item-75,view,40.48,67.2,0
507,2024-04-25 11:42:01,item-78,add-to-cart,83.38,67.21,0
567,2025-03-01 03:05:01,item-82,favorite,87.85,67.21,0
339,2025-07-09 18:20:26,item-42,view,31.04,67.23,0
13,2022-09-23 18:29:59,item-75,add-to-cart,5.15,67.26,0
471,2025-01-21 07:10:39,item-70,view,72.47,67.28,0
372,2025-08-11 16:38:36,item-49,view,54.61,67.29,0
719,2022-03-16 19:15:03,item-67,add-to-cart,45.97,67.29,0
690,2022-12-17 11:38:07,item-60,view,32.3,67.34,0
718,2023-09-24 11:41:19,item-16,add-to-cart,29.8,67.34,0
902,2025-07-15 14:21:44,item-67,click,58.97,67.35,0
493,2024-01-21 03:40:04,item-54,purchase,58.42,67.36,1
776,2024-02-08 20:28:46,item-61,favorite,6.05,67.37,0
635,2023-12-26 01:46:16,item-74,add-to-cart,93.81,67.41,0
148,2024-03-06 12:56:50,item-90,click,84.07,67.42,0
473,2023-10-01 23:41:25,item-5,favorite,49.58,67.42,0
581,2023-03-03 22:29:13,item-16,add-to-cart,6.13,67.42,0
202,2025-08-08 22:34:30,item-21,favorite,2.13,67.43,0
503,2023-04-03 05:28:04,item-93,view,24.84,67.48,0
51,2023-06-21 01:44:40,item-56,click,30.5,67.49,0
416,2023-03-27 08:54:27,item-12,favorite,67.44,67.5,0
940,2024-09-03 11:36:25,item-42,view,71.67,67.52,0
43,2025-04-25 02:39:07,item-66,favorite,39.01,67.53,0
63,2025-04-20 11:07:09,item-38,favorite,82.26,67.55,0
364,2022-11-28 21:05:37,item-49,add-to-cart,81.47,67.56,0
36,2026-06-08 17:43:12,item-59,purchase,56.84,67.59,1
710,2025-09-20 13:20:30,item-30,purchase,26.51,67.59,1
433,2025-06-05 00:57:33,item-12,purchase,71.97,67.63,1
622,2023-08-21 07:56:25,item-71,purchase,54.79,67.64,1
912,2025-08-31 14:58:46,item-91,click,37.88,67.64,1
386,2025-11-06 23:03:08,item-81,add-to-cart,73.91,67.69,0
676,2024-08-16 22:13:47,item-26,view,4.19,67.7,0
341,2024-11-02 02:39:29,item-74,click,98.6,67.72,0
946,2023-10-20 19:19:16,item-87,click,36.15,67.72,0
435,2024-01-06 20:49:51,item-41,favorite,9.98,67.77,0
280,2026-07-03 00:31:11,item-83,view,30.37,67.8,0
639,2023-07-14 01:48:12,item-35,view,13.13,67.8,0
746,2026-07-04 03:50:07,item-65,click,98.35,67.81,0
67,2026-03-11 03:46:00,item-79,favorite,49.82,67.82,0
326,2024-02-16 18:25:18,item-33,click,98.43,67.82,1
558,2024-11-16 13:07:16,item-32,add-to-cart,5.22,67.83,0
650,2024-05-22 23:17:10,item-73,view,42.83,67.83,0
272,2021-07-25 13:00:09,item-79,click,20.38,67.84,0
159,2024-09-24 02:40:06,item-19,purchase,16.14,67.85,1
785,2023-01-28 22:11:58,item-88,add-to-cart,23.63,67.89,0
80,2025-06-28 02:19:26,item-45,add-to-cart,25.82,67.9,0
868,2024-04-08 13:05:17,item-45,purchase,46.64,67.94,1
638,2026-04-04 07:16:14,item-26,view,16.45,67.95,0
987,2024-09-12 18:06:42,item-93,favorite,63.4,67.99,0
222,2022-01-15 08:45:17,item-5,favorite,40.75,68,0
413,2024-06-08 15:46:10,item-62,favorite,46.65,68,0
959,2024-06-13 06:55:06,item-49,add-to-cart,8.73,68,0
101,2025-03-05 15:28:30,item-69,favorite,81.55,68.01,0
45,2024-12-23 21:47:14,item-9,favorite,90.58,68.02,0
509,2023-01-15 03:33:38,item-45,click,39.67,68.03,1
133,2026-05-01 22:34:03,item-97,purchase,65.3,68.04,1
